experiment_id,work,dataset,setting,method,metric,value,std,source_file,source_table_or_figure,verified,status,notes
EXP-BM-CLS-037,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-GPM,A-Dice,0.575,0.023,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-038,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-GPM,BWTR,-0.219,0.033,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-039,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-GPM,RMA,0.892,0.014,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-040,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-GPM,WCD,0.513,0.014,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-041,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-GPM,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-042,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-GPM,DRR,0.068,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-043,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-AGEM,A-Dice,0.595,0.017,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-044,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-AGEM,BWTR,-0.370,0.032,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-045,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-AGEM,RMA,1.020,0.019,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-046,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-AGEM,WCD,0.562,0.026,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-047,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-AGEM,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-048,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-AGEM,DRR,0.010,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,raw-image replay
EXP-BM-CLS-049,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER,A-Dice,0.628,0.027,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-050,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER,BWTR,-0.219,0.070,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-051,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER,RMA,0.913,0.029,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-052,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER,WCD,0.622,0.029,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-053,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-054,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER,DRR,0.011,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,raw-image replay
EXP-BM-CLS-055,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER++,A-Dice,0.638,0.036,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-056,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER++,BWTR,-0.208,0.056,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-057,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER++,RMA,0.932,0.034,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-058,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER++,WCD,0.633,0.043,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-059,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER++,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-060,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-DER++,DRR,0.011,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,raw-image replay
EXP-BM-CLS-061,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-FDR,A-Dice,0.666,0.012,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-062,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-FDR,BWTR,-0.146,0.046,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-063,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-FDR,RMA,0.917,0.035,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-064,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-FDR,WCD,0.627,0.015,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-065,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-FDR,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-066,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Repl-FDR,DRR,0.010,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,raw-image replay
EXP-BM-CLS-067,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-PNN,A-Dice,0.770,0.012,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-068,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-PNN,BWTR,0,0,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-069,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-PNN,RMA,0.976,0.021,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-070,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-PNN,WCD,0.620,0.020,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-071,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-PNN,MPE,1.056,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-072,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-PNN,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-073,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-DAN,A-Dice,0.729,0.009,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-074,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-DAN,BWTR,0,0,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-075,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-DAN,RMA,0.897,0.022,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-076,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-DAN,WCD,0.543,0.127,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-077,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-DAN,MPE,0.111,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-078,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ParIso-DAN,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-079,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-PLOP,A-Dice,0.708,0.025,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-080,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-PLOP,BWTR,-0.104,0.026,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-081,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-PLOP,RMA,0.986,0.038,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-082,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-PLOP,WCD,0.707,0.009,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-083,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-PLOP,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-084,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-PLOP,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-085,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-MiB,A-Dice,0.751,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-086,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-MiB,BWTR,-0.039,0.003,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-087,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-MiB,RMA,1.004,0.018,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-088,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-MiB,WCD,0.697,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-089,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-MiB,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-090,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,ClassCL-MiB,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-091,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Non-CL,A-Dice,0.471,0.012,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-092,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Non-CL,BWTR,-0.598,0.015,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-093,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Non-CL,RMA,1.014,0.028,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-094,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Non-CL,WCD,0.572,0.023,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-095,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Non-CL,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-096,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,Non-CL,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,
EXP-BM-CLS-097,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,JointTrain,A-Dice,0.810,0.023,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,full historical-data access reference
EXP-BM-CLS-098,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,JointTrain,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,full historical-data access reference
EXP-BM-CLS-099,Benchmark,MMWHS,Class-CL three-stage cardiac structure sequence,JointTrain,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:class-cl,yes,source_extracted,full historical-data access reference
EXP-BM-ORG-001,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-EWC,A-Dice,0.601,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-002,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-EWC,BWTR,-0.371,0.014,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-003,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-EWC,RMA,1.004,0.012,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-004,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-EWC,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-005,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-EWC,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-006,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-SI,A-Dice,0.621,0.024,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-007,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-SI,BWTR,-0.343,0.025,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-008,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-SI,RMA,1.003,0.009,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-009,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-SI,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-010,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-SI,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-011,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-LwF,A-Dice,0.594,0.018,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-012,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-LwF,BWTR,-0.308,0.044,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-013,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-LwF,RMA,0.916,0.004,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-014,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-LwF,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-015,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Regu-LwF,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-016,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-ER,A-Dice,0.729,0.009,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-017,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-ER,BWTR,-0.178,0.021,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-018,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-ER,RMA,0.996,0.011,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-019,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-ER,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-020,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-ER,DRR,0.012,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,raw-image replay
EXP-BM-ORG-021,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GSS,A-Dice,0.717,0.005,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-022,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GSS,BWTR,-0.276,0.055,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-023,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GSS,RMA,0.995,0.009,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-024,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GSS,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-025,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GSS,DRR,0.023,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,raw-image replay
EXP-BM-ORG-026,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GEM,A-Dice,0.599,0.007,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-027,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GEM,BWTR,-0.182,0.068,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-028,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GEM,RMA,0.806,0.059,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-029,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GEM,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-030,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GEM,DRR,0.023,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,raw-image replay
EXP-BM-ORG-031,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GPM,A-Dice,0.605,0.009,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-032,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GPM,BWTR,-0.329,0.034,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-033,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GPM,RMA,0.960,0.027,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-034,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GPM,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-035,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-GPM,DRR,0.068,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-036,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-AGEM,A-Dice,0.635,0.013,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-037,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-AGEM,BWTR,-0.193,0.069,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-038,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-AGEM,RMA,0.873,0.052,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-039,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-AGEM,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-040,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-AGEM,DRR,0.023,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,raw-image replay
EXP-BM-ORG-041,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-DER,A-Dice,0.717,0.005,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-042,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-DER,BWTR,-0.157,0.022,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-043,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-DER,RMA,0.953,0.013,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-044,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-DER,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-045,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-DER,DRR,0.012,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,raw-image replay
EXP-BM-ORG-046,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-FDR,A-Dice,0.631,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-047,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-FDR,BWTR,-0.217,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-048,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-FDR,RMA,0.885,0.013,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-049,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-FDR,MPE,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-050,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Repl-FDR,DRR,0.023,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,raw-image replay
EXP-BM-ORG-051,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-PNN,A-Dice,0.839,0.004,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-052,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-PNN,BWTR,0,0,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-053,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-PNN,RMA,1.001,0.006,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-054,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-PNN,MPE,1.074,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-055,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-PNN,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-056,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-DAN,A-Dice,0.824,0.005,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-057,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-DAN,BWTR,0,0,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-058,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-DAN,RMA,0.972,0.016,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-059,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-DAN,MPE,0.166,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-060,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,ParIso-DAN,DRR,0,,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
EXP-BM-ORG-061,Benchmark,LAScarQS+PROMISE12+LiTS+FeTS2021,Organ-CL four-task sequence,Non-CL,A-Dice,0.603,0.008,sources/benchmark/Benchmark_pa/main.tex,tab:Organ-CL,yes,source_extracted,
